target_word,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101
erect,-0.53192,0.038573,0.11736,0.23043,0.20317,0.39954,-0.39812,-0.0513,0.84178,0.091318,-0.32938,-0.0071724,-0.52764,-0.43694,-0.28485,0.14338,0.071578,0.52884,0.26508,-0.57726,0.63302,-0.19694,-0.26195,0.1649,-0.1185,0.3424,0.4454,0.012956,0.14772,0.087457,-0.52358,0.26499,-0.28568,0.14901,-0.18326,0.020234,0.076897,-0.42609,-0.034966,0.29407,-0.5497,0.27591,0.25855,0.82036,-0.065345,-0.18607,0.22453,0.1002,-0.23623,0.116,0.25768,-0.55873,0.41303,0.059812,-0.32369,-0.33811,-0.020242,-0.33095,0.24242,-0.21623,0.043899,0.46289,0.060939,-0.69682,0.50133,-0.2715,-0.04008,-0.2332,-0.26974,-0.24701,-0.046112,-0.018353,0.11144,-0.38585,0.079823,0.1533,0.26643,0.43758,-0.28509,-0.52762,0.29316,0.4464,0.22955,0.072091,-1.0684,0.30346,0.065288,-0.21896,-0.2723,-0.24013,0.48101,-0.43265,0.69193,-0.26813,-0.46822,-0.098669,-0.051937,-0.19264,0.22732,-0.31276
fins,0.15578,-0.4955,0.069969,0.28917,-0.25979,0.15725,-0.35277,-0.23867,0.56651,-0.55771,0.42222,0.086262,-0.84408,-0.60652,0.0050436,0.50431,0.5712,0.4331,0.21369,-0.49438,0.47284,-0.20331,-0.56742,-0.37459,-0.063467,0.089,-0.26057,-0.23104,-0.3478,-0.45157,-0.24303,0.47572,-5.4544e-4,0.41025,-0.048608,0.038887,0.20072,0.22022,-0.013534,0.065999,-0.41782,-0.18683,0.28039,0.18023,-0.27814,-0.020746,-0.032103,-0.24293,-0.36013,-0.089996,-0.086913,-0.24013,0.1471,0.046201,-0.26828,-0.56044,0.22048,0.39166,0.061645,0.34578,0.29267,-0.25597,0.53039,-0.78253,0.73072,-0.16474,-0.072523,-0.30581,-0.58887,-0.64259,0.067439,-0.11089,0.54401,-0.98549,0.60098,0.32273,-0.55777,-0.058048,-0.13276,-0.89764,-0.01824,0.29689,0.71708,0.3222,-0.82417,0.47366,0.23399,0.36921,-0.97866,0.10428,-0.050398,-0.14825,0.19724,-0.66344,-0.63336,-0.27531,0.50123,-0.58081,0.23664,-0.79195
zebra,-0.37529,-0.80665,-0.73186,0.27726,-0.10465,-0.2825,0.27268,-0.721,0.55303,-0.27308,0.13496,-0.13491,-0.97475,-0.63832,-0.81803,0.098069,0.089492,-0.60549,-0.30096,-0.11799,0.22882,0.17563,-0.50932,-0.40259,-0.064432,0.070985,0.33389,0.42806,-0.14918,-0.4206,-0.27075,0.18171,-0.19664,-0.35044,0.3716,-0.60326,0.0024271,0.07081,0.49881,-0.11513,0.12434,-0.18506,-0.60238,0.30422,0.23285,0.045708,0.26512,0.075501,-0.35046,-0.12217,-0.15539,-0.14747,0.2358,-0.70594,-0.95849,0.11792,0.37469,0.32334,0.064075,0.48331,-0.060607,0.28142,0.33137,-0.58724,-0.037645,-0.45271,-0.34747,0.17798,-0.31133,0.44826,0.0064843,-0.06291,-0.044799,-0.093189,-0.11622,-0.11123,0.24865,-0.3245,-0.18815,-0.16075,-0.067449,0.35062,0.094025,-0.23315,-0.13369,0.3129,-0.19821,-0.4104,-0.72101,-0.47438,0.87115,-0.027349,0.81265,-0.29978,-0.81269,-0.038395,0.13423,-0.2844,-0.025827,-0.58669
symmetrical,-0.054861,-0.21514,-0.093956,-0.15484,-0.096126,0.36419,-0.15509,-0.22583,0.38374,-0.38547,-0.33284,0.42331,-0.631,0.39104,0.025588,0.26683,-0.039865,0.42446,0.34395,-0.37395,0.42961,-0.24656,0.041415,-0.40248,-0.070727,0.1316,-0.47296,0.36007,0.19296,-0.017329,-0.33045,0.60406,-0.067659,-0.21601,-0.13963,0.098115,-0.17684,0.20904,-0.13356,-0.12031,0.049656,-0.554,0.096318,0.067375,0.12143,-0.22934,0.14726,0.15343,-0.020636,-0.12918,-0.03766,0.095239,0.15751,0.26872,-0.30795,-0.65398,0.17085,0.099492,0.44946,-0.18265,0.17325,0.22994,0.76528,-0.1064,0.022241,-0.22859,-0.41428,-0.27871,-0.55173,-0.13666,0.2944,0.19321,0.37639,-0.6104,0.13353,-0.42344,0.10234,0.20069,-0.28894,-0.85364,-0.37287,-0.31449,0.32684,-0.299,-0.79128,0.18283,0.2256,0.012411,-0.15191,-0.1238,0.10516,-0.24653,0.35271,0.11693,-0.39191,-0.5921,-0.11025,-0.16678,0.055519,-0.013685
elongated,0.023064,-0.24966,0.036556,0.057753,-0.0024976,0.15102,-0.16236,-0.35748,0.47998,-0.43388,-0.18744,-0.097348,-0.69263,-0.32221,-0.051618,0.55328,0.3156,0.55244,0.42749,-0.0011975,0.51945,-0.21452,-0.446,-0.29705,-0.22798,0.060607,-0.23403,0.23989,0.191,-0.088026,-0.85735,0.71239,-0.10213,0.01362,-0.023848,-0.44216,-0.02292,0.073928,0.097033,0.059059,0.0017801,-0.11607,0.010326,0.75503,0.22479,-0.44725,-0.069389,0.15418,-0.25139,-0.21623,-0.10771,-0.22357,0.55562,-0.12841,-0.50351,-0.30619,-0.09366,-0.0081598,0.39597,0.40574,0.30352,0.10938,0.3912,-0.68718,0.021504,-0.06692,0.30725,-0.22402,-0.04066,-0.65926,0.23365,-0.14278,0.32643,-0.44324,0.73274,-0.1409,0.2547,0.090536,-0.016173,-0.84356,-0.042557,0.21097,0.041966,-0.11274,-0.72939,0.40998,0.42787,-0.047643,-0.44173,-0.36217,0.27543,-0.29822,0.4767,-0.30718,-0.60383,-0.67213,0.63527,-0.17411,-0.29045,-0.44463
gorilla,0.066961,-0.32647,-0.21189,-0.0163,0.53166,-0.41517,0.10904,0.030641,0.23402,-0.59535,0.059456,-0.32318,-0.36041,-0.51115,-0.71913,0.43277,-0.37136,-0.22548,0.12166,0.35936,0.38408,-0.38829,-0.41245,0.0013973,0.17103,0.1491,0.28789,0.58189,0.19972,0.075041,-0.54235,0.53627,-0.37448,-0.22721,0.22497,-0.3441,-0.072747,0.16861,0.13439,-0.14525,0.16158,0.28054,0.089721,0.44133,0.66581,-0.30329,-0.048793,-0.18519,-0.1442,-0.26846,0.12542,-0.086257,-0.16539,-0.67071,-0.57738,0.071883,0.33828,-0.02029,0.22439,0.26371,0.15986,0.30814,-0.1314,-0.89725,0.017022,-0.28037,-0.036099,0.31107,-0.2407,0.021428,-0.31253,0.25237,-0.19033,0.084062,0.25592,-0.026319,-0.26716,-0.274,0.15057,-0.24762,-0.32407,0.61532,0.31088,0.51455,-0.065011,0.50184,-0.46833,-0.18032,-1.2067,-0.31471,0.54457,-0.44826,0.42735,-0.48068,-0.47122000000000003,-0.26175,0.15456,-0.0065747,-0.25096,-0.56147
panda,-0.51522,-0.38886,-0.30355,0.21157,-0.2795,-0.41374,-0.22133,0.14608,0.34229,-0.68529,-0.16916,0.16099,-0.77627,-0.59127,-0.44956,0.7322,-0.15831,-0.12953,-0.05157,0.10957,-0.067488,-0.036549,-0.29976,-0.20662,0.002491,0.19467,0.025421,0.17801,-0.013763,-0.18449,-0.53799,-0.075323,-0.6025,-0.26286,-0.45264,-0.44055,-0.26638,0.10245,0.38007,0.24253,0.25037,0.096692,-0.44805,0.25006,0.78275,-0.31148,-0.025322,-0.58385,0.092494,-0.50425,-0.0026897,0.1232,0.5096,-0.75176,-0.037702,0.11114,0.64128,0.12823,0.090781,-0.13228,-0.086511,0.11506,-0.080582,-0.7265,-0.095972,-0.30768,0.093743,0.056596,-0.063493,-0.19373,-0.080227,0.28428,-0.074381,0.0044971,0.44689,0.082848,-0.16449,0.026338,0.32501,0.053837,0.23548,0.56631,0.17942,0.57358,0.11431,0.70117,-0.59647,0.17549,-0.61364,0.021728,0.12853,-0.12535,0.61818,-0.78287,-0.16514,-0.26542,0.22544,0.11694,-0.29425,-0.38381
curly,-0.33346,0.2085,0.25659,0.57967,0.1739,-0.21148,0.26939,-0.12047,0.15783,0.3208,-0.36786,-0.0066237,-0.82136,-0.28528,-0.42997,0.50986,0.11818,0.26989,-0.11655,0.25513,0.69647,-0.24535,-0.77091,0.61,0.17309,-0.4547,-0.55836,0.70919,-0.38574,0.46895,-0.45323,0.035284,-0.11691,0.040474,-0.18993,-0.27644,0.36095,-0.27629,0.17391,-0.08427,-0.045771,-0.15906,0.042026,0.0080341,0.15021,0.27343,0.30538,0.047607,-0.24146,0.19691,-0.13679,0.22273,0.47706,-0.44568,0.052975,-0.63427,0.41292,0.62502,-0.30197,0.17569,-0.18512,0.23722,0.27846,-0.50602,-0.26011,-0.51223,-0.32428,-0.069387,-0.7653,-0.12076,-0.64652,0.065162,0.19582,-0.73396,0.37177,0.30978,-0.32734,0.10926,0.40597,-0.58775,0.0069069,0.034324,0.51078,-0.18159,-0.56901,0.50563,0.25149,-1.1031e-5,-0.21915,-0.21435,0.22979,0.099873,0.65732,-0.40443,-1.1347,-0.5828,0.30848,-0.278,-0.41988,0.58803
slick,-0.43061,-0.54153,0.41761,0.36559,0.27002,-0.068332,-0.50964,-0.40124,0.25132,-0.13178,-0.068805,-0.50046,-0.14859,-0.026201,0.1932,0.18646,0.012276,-0.22205,-0.070532,0.4533,0.65677,0.44142,-0.61577,0.48893,-0.24307,-0.34828,-0.080545,0.19618,-0.51118,-0.30597,-0.19068,0.17758,-0.63991,-0.008706,-0.28358,-0.019047,-0.028474,0.0058363,-0.04083,-0.047544,0.18841,0.11061,0.24058,0.46144,0.22351,0.069521,0.034057,-0.19299,0.057981,-0.2193,0.11596,0.67751,-0.038445,-0.53608,0.091775,-0.15415,0.31574,-0.18121,-0.17087,-0.048108,-0.24888,-0.24036,0.54277,-0.48748,-0.027647,-0.065118,0.0015279,-0.48764,-0.23597,-0.23187,-0.72166,0.27431,-0.22177,-0.19561,0.14881,-0.293,-0.25189,0.010278,0.12084,-0.094713,0.18438,0.059466,0.30181,0.097888,-0.39271,-0.49591,0.0019052,0.60317,-0.21954,-0.46922,0.39568,0.14117,0.30201,-0.36836,-0.42504,-0.44761,0.098017,-0.53883,0.16019,-0.31782
boar,-0.30371,-0.55296,-0.21324,0.20624,-0.062046,-0.051061,0.097418,-0.0091636,0.79125,0.08115,-0.3267,0.19416,-0.80612,-0.64225,-0.099577,0.47108,0.53232,-0.19362,-0.081102,0.16386,0.17183,0.15641,-0.53742,-0.21011,-0.25098,0.59582,0.66848,0.34521,0.2743,0.10914,-0.11877,0.16228,-0.7735,0.43701,0.26441,-0.28931,0.082452,-0.078252,-0.20303,-0.071395,0.15304,-0.37603,-0.039016,0.045606,-0.002959,0.45963,-0.62114,0.079884,-0.32004,-0.47314,-0.16353,-0.13509,0.12183,-0.46144,-0.13498,-0.078249,0.47475,0.23692,0.68217,0.08108,0.57177,0.029862,-0.60631,-0.92289,0.59951,-0.39539,-0.31634,-0.063317,0.0051792,0.11458,0.16521,0.063781,0.35106,-0.38842,-0.020076,0.035652,0.2287,-0.3015,0.35902,-0.22177,0.37241,0.62832,0.18808,0.033035,0.26115,0.59969,0.0073881,0.43905,-0.83448,-0.23683,0.27873,-0.67545,1.0018,-0.32913,-0.052512,-0.42833,-0.023525,0.055039,-0.34432,-0.11928
torso,-0.19089,-0.18985,0.38514,0.065385,0.11223,0.25693,-0.023612,0.34308,0.41081,-0.18026,0.26043,0.18293,-0.47207,-0.30046,0.4909,0.11752,0.39461,0.42386,0.12602,-0.13044,0.9033,-0.21802,-0.8244,-0.096396,-0.065089,0.014192,-0.072361,0.060274,-0.078543,0.091032,0.037175,0.16689,-0.739,0.78011,0.0054225,0.25037,0.070541,-0.12679,0.23061,-0.21899,0.26384,-0.22434,0.64594,0.60067,-0.054532,-0.59005,0.073505,0.079823,-0.017032,-0.35922,-0.046737,-0.030171,0.32749,-0.36292,-0.22629,-0.56141,-0.070017,0.22575,0.63816,0.1845,0.23608,-0.37146,0.19932,-0.65326,0.32255,-0.24589,-0.29079,-0.13217,-0.25313,-0.87676,-0.12218,0.52262,-0.26286,-0.92867,0.1319,-0.098846,-0.14051,0.13725,0.06241,-0.71191,-0.62541,0.40413,0.38463,0.078437,-0.57835,0.29123,0.18847,0.40765,-0.59377,-0.088961,-0.10609,-0.096368,0.078643,-0.43962,-0.381,-0.8138,0.19176,0.32201,-0.42892,-0.38593
rhino,-0.45255,-0.52165,-0.074163,0.52459,-0.089147,0.10264,-0.17035,-0.081902,0.61294,-0.6835,0.090761,-0.27452,0.035083,-0.30101,-0.3029,0.17565,-0.6075,-0.074932,0.0033002,-0.037384,0.36533,0.16939,-0.4947,0.11437,0.077823,-0.46589,0.58045,0.42438,0.12266,0.074035,-0.40931,0.41609,-0.4354,0.021635,0.010084,-0.0099764,-0.26746,0.16341,-0.15868,0.19156,1.1195,0.40219,-0.12729,0.52337,0.11139,-0.16841,-0.25281,0.083753,-0.066047,-0.30156,-0.15858,0.21167,0.024254,-0.82995,-0.17991,0.10165,0.65088,0.50088,0.3548,-0.16775,-0.091561,0.15669,-0.068226,-0.35498,0.11593,0.12789,0.26018,0.4,-0.50349,0.17774,-0.42043,0.35972,-0.10872,-0.12597,0.24258,-0.1042,-0.14903,-0.24586,0.12203,-0.093123,-0.34933,0.64524,0.26619,0.29368,-0.10044,0.37622,-0.25842,0.18822,-0.40895,0.050883,0.24033,-0.020248,0.20593,-0.63933,-0.03679,-0.36201,0.35173,-0.032306,-0.17253,-0.27371
eel,-0.33552,-0.34082,-0.069997,0.10502,0.097601,-0.43626,-0.31498,-0.67882,0.54369,-1.0573,-0.03993,0.069588,-0.49395,-0.043751,-0.30366,0.77652,0.22675,0.60449,0.27163,0.38796,-0.19073,0.025294,0.086207,0.068263,-0.025577,0.43475,0.37003,0.0058873,-0.51414,-0.24716,-0.16403,-0.19666,-0.35385,-0.27701,0.41107,-0.29421,0.095742,-0.041256,0.32684,0.32792,0.095471,-0.092468,-0.40758,0.081874,0.34611,0.63568,-0.12261,0.40517,-0.19909,-0.4092,-0.23437,-0.53131,-0.006512,-0.32894,0.07742,-0.27159,0.39081,8.2211e-4,0.16589,0.85099,0.071066,0.13417,0.24621,-0.79093,0.20256,0.37256,0.36755,-0.02512,-0.39522,-0.12467,-0.13759,-0.30381,0.20729,-0.75045,0.049084,-0.23862,0.53071,0.22793,0.32601,-0.19108,0.050834,-0.16285,0.10003,0.43951,-0.24597,0.55027,-0.5941,0.29669,-0.87352,-0.40668,0.33396,-0.29673,0.20736,-0.28516,-0.602,-0.2524,0.57765,-0.18558,-0.7235,-0.27116
parabolic,-0.019763,0.09323,0.29492,0.29956,-0.18116,-0.10095,-0.35414,-0.43549,0.57745,-0.56645,-0.030823,0.80339,-0.60641,0.197,0.42212,-0.21894,0.016354,-0.24975,0.65211,-0.24293,0.411,0.2807,-0.17102,-0.64806,-0.10065,0.34717,0.12261,0.66422,-0.07719,-0.030355,-0.22837,0.33121,0.078571,-0.36304,-0.20863,0.47165,-0.22098,-0.025018,0.33571,0.16123,0.010589,0.11838,0.22455,0.1412,-0.31007,-0.35001,0.26399,-0.12066,-0.018068,-0.58716,0.043447,0.088512,-0.087952,0.21913,-0.49403,-0.50642,-0.16923,-0.28311,0.53153,-0.01545,-0.057327,0.27496,0.91647,-0.2379,0.42094,0.28492,-0.09253,-0.64385,-0.68965,-0.44583,0.017062,-0.22282,0.22219,-0.76089,0.10699,-0.088842,-0.29855,0.71479,0.59827,-1.0748,-0.011492,-0.17945,-0.0065213,-0.25074,-0.83912,-0.27285,0.21849,0.43197,-0.46343,0.11968,-0.0080002,-0.65076,0.34017,0.11836,-0.58758,-0.57763,-0.39555,-0.278,-0.2983,-0.22327
stacked,-0.17164,-0.073126,0.38555,0.34525,0.078668,0.56565,-0.53391,-0.39206,0.39373,-0.26347,0.1435,-0.066325,-0.27465,-0.15278,-0.026071,0.18256,0.48874,0.18377,-0.15345,-0.079395,0.42523,0.22941,-0.22372,-0.1879,0.20559,0.3702,-0.062188,0.38068,-0.080801,-0.080629,-0.56212,0.060824,-0.49229,-0.43283,-0.59824,-0.27063,-0.49706,-0.0098659,-0.51129,0.1616,0.071997,0.083905,-0.33077,-0.13812,-0.080301,0.096574,-0.13704,0.12805,0.033872,0.16493,-0.14712,-0.046257,0.33717,-0.060349,0.055858,-0.20707,-0.19989,-0.037508,0.53528,0.072263,0.66534,0.20005,0.76761,-0.1051,-0.11675,0.043312,0.34245,0.30155,-0.53016,-0.27874,-0.16967,0.1421,0.080395,-0.52442,0.33462,-0.061697,-0.306,-0.1081,-0.18426,-0.51934,-0.32569,0.096778,0.49603,-0.18478,-0.65245,0.076657,0.17638,0.15498,0.10754,-0.017802,-0.1251,0.12455,0.25699,-0.10761,-0.61966,-0.71198,0.099136,-0.026064,-0.025218,-0.068516
graceful,0.0043265,-0.38047,0.11413,-0.19272,0.25424,0.058803,-0.14096,-0.51401,0.47963,-0.18992,-0.050795,-0.24342,-0.77796,0.14956,0.10426,0.37455,0.14217,-0.013438,-0.35138,-0.36312,0.68321,0.16932,-0.66483,-0.16365,0.060152,0.055131,-0.26299,0.16825,0.10693,0.073476,-0.27968,0.58518,-0.31782,0.077982,-0.23484,-0.1371,-0.076615,-0.10426,0.11013,0.092454,0.038263,-0.037165,0.59329,0.25631,0.31862,0.011112,-0.057369,-0.29177,0.28709,0.12157,0.067136,0.33182,0.1991,-0.24678,-0.48533,-0.55777,0.32917,-0.37472,0.071681,0.12563,-0.35312,0.17966,-0.17673,-0.40429,0.33999,-0.27111,-0.15605,-0.41466,-0.85016,-0.25048,0.17932,0.49671,0.21902,-0.33206,0.24562,-0.011307,-0.32327,-0.13677,-0.03237,-0.18295,0.16155,0.12951,0.16859,-0.1443,-0.38445,0.051369,0.43624,0.041897,-0.30457,-0.42631,0.71152,-0.44326,0.60911,0.17465,0.18713,-0.063823,0.015901,-1.0186,-0.21863,-0.30894
hippo,0.37599,-1.0307,-0.62237,-0.031775,-0.16014,-0.41609,-0.17124,0.037365,0.49252,0.43451,0.48683,0.19707,-0.7538,-0.094417,-0.15174,0.4076,0.22924,0.32402,0.24015,0.16298,0.30714,0.43643,-0.64789,0.11883,-0.079933,0.37743,0.22592,0.33097,-0.36389,-0.79751,-0.5265,0.66256,-0.6283,-0.063154,0.34116,0.12847,0.16476,-0.23691,0.020351,-0.17166,-0.25609,0.25206,-0.11758,0.047853,0.48437,-0.48031,-0.20404,-0.20318,-0.40589,0.029908,0.68077,0.65837,-0.19637,-0.26008,-0.053203,-0.073717,-0.31253,0.30566,0.081794,-0.074165,-0.14752,-0.066901,-0.81472,-0.79059,-0.30058,-0.18717,0.006633,-0.3376,0.12165,-0.045754,0.1553,0.51826,0.13009,-0.10159,0.46384,-0.33097,0.25322,-0.07595,-0.0098112,-0.46952,0.24314,0.44848,-0.086082,0.089317,-0.28486,0.17405,-0.044072,-0.15976,-0.61984,-0.076006,0.31103,0.091884,0.38185,-0.36122,0.040366,-0.34504,-0.060576,-0.49459,-0.10884,-0.033419
slippery,-0.63534,-0.23582,0.35771,-0.071657,0.041576,-0.41037,-0.3388,-0.41783,0.65763,-0.46353,-0.35992,-0.34234,-0.30011,-0.18145,0.10031,0.21709,0.077739,0.3851,0.037579,0.14235,1.0174,-0.27754,-0.26026,-0.18499,-0.55951,-0.39294,0.13792,0.28431,-0.33009,0.0055523,-0.14536,-0.012677,-0.45455,-0.2366,0.013968,-0.014222,-0.18174,-0.040915,0.296,-0.12117,-0.093258,0.44339,0.50777,0.29612,0.19577,0.17402,0.3664,0.15136,0.065014,0.26736,-0.17927,0.15778,-0.43393,-0.0039754,-0.056022,0.29985,0.04765,0.18489,-0.046625,0.46341,0.0775,0.19611,0.28203,-0.54054,0.24648,-0.35763,-0.63378,-0.47989,-0.8064,-0.19562,-0.083456,0.23692,0.26642,0.036631,-0.23043,-0.056716,0.013041,-0.010805,-0.24926,-0.22767,0.32967,0.22667,-0.022268,-0.12745,-0.6133,-0.22139,-0.31848,0.14316,0.043644,0.25114,0.13339,-0.020921,0.48416,-0.076805,-0.59448,-0.76092,0.39516,-0.25584,-0.4327,-0.15349
streamlined,-0.13517,-0.3264,0.12898,0.35836,0.39386,0.25373,-0.28516,-0.13395,0.68933,-0.35087,0.081472,-0.032649,-0.2642,-0.43424,-0.1128,-0.051379,0.44404,0.013629,0.084142,-0.52673,-0.056979,-0.11695,-0.73547,-0.27957,0.032814,-0.081012,-0.50616,0.039087,-0.080954,-0.32089,-0.14477,0.55556,-0.14325,-0.33149,-0.22817,-0.064446,0.005238,-0.080048,-0.093305,0.33189,-0.064814,-0.30095,-0.18855,0.17648,-0.065978,0.047392,0.13195,-0.68639,0.075976,-0.33181,-0.27534,0.1508,0.17392,-0.25852,0.050409,-0.30223,0.15732,-0.14372,0.016133,0.13608,-0.40578,-0.38517,0.34497,-0.5724,-0.031607,0.148,0.048564,-0.28591,-0.467,-0.44832,-0.01919,0.072837,0.10022,-0.24576,0.21146,-0.17533,-0.079852,-0.21317,-0.17751,-0.22874,-0.49038,0.097511,0.76629,-0.15545,-0.83514,-0.23432,-0.037462,0.34468,-0.38934,0.01024,-0.022987,-0.058557,0.093664,-0.13987,0.054063,0.048652,0.24611,-0.36759,-0.17735,-0.2503
fleece,-0.52518,-0.57227,0.013575,0.21553,0.15969,0.1945,0.26954,0.31871,0.70212,-0.3492,-0.37032,0.44237,-0.22871,-0.41634,0.44119,-0.31179,-0.012196,0.55885,-0.3089,0.44458,0.51835,-0.026403,-0.73502,-0.24027,-0.48324,0.68972,-0.21604,0.66764,-0.71472,-0.071065,0.082562,-0.18405,-0.43162,0.39655,0.36592,-0.47135,0.16591,-0.14362,-0.33785,0.076874,-0.085977,0.076144,0.17135,0.19269,0.48343,0.021476,-0.20777,-0.24977,-0.49094,0.07717,-0.25475,-0.099012,-0.0088971,-0.19849,-0.22151,0.17157,0.14488,0.47067,-0.037699,0.14932,0.41991,-0.038706,0.21453,-0.10821,0.29125,-0.64561,-0.22225,-0.28332,-0.10279,0.47863,-0.41521,-0.14124,-0.19669,-0.90259,-0.12232,0.074084,0.67494,0.12214,-0.14884,-0.34243,-0.074745,0.59017,-0.20092,0.25224,-0.25271,0.025679,0.42354,0.14872,-0.24592,-0.1442,0.62876,-0.47108,0.30536,-0.073888,0.45895,-0.45581,0.097062,0.056336,-0.20819,0.25982
goldfish,0.20096,-0.37286,-0.34495,0.027354,-0.19629,-0.2174,-0.075197,-0.56131,0.83413,-0.82089,-0.082303,0.38595,-0.35966,-0.55254,-0.39589,0.53273,0.080543,0.40414,-0.32551,0.54818,0.30123,0.23245,-0.10945,-0.014424,0.20445,-0.14825,0.30713,0.26147,-0.26849,-0.50019,-0.38277,-0.12745,-0.93993,0.03765,-0.057761,-0.2454,-0.15072,0.041002,0.21128,0.33245,-0.19676,-0.11944,-0.21127,0.099522,0.65505,0.012045,0.074358,0.039135,-0.24834,-0.14878,-0.16501,0.11236,0.19638,-0.4251,0.017069,0.23181,0.27914,0.4203,0.33455,0.0060097,-0.22708,0.036579,-0.17009,-0.3738,0.0093049,0.044381,-0.32021,0.26577,-0.43988,0.10077,0.17087,0.063893,0.077981,-0.40097,-0.0087065,0.11203,-0.31189,-0.12023,0.12961,-0.49935,0.19917,0.35249,0.3923,0.33223,0.0039525,0.33761,-0.34803,0.078713,-0.8659,-0.30502,0.3677,-0.63419,0.51321,-0.38792,-0.57681,0.44413,0.50112,-0.60569,-0.13408,-0.088934
bulky,-0.23887,-0.031588,0.13258,0.10771,0.021896,0.40166,-0.26,-0.2295,0.36363,-0.24561,0.5484,-0.40513,-0.49254,-0.39717,0.1239,0.20252,0.25555,0.51752,0.67178,-0.2005,0.22616,0.26055,-0.49405,-0.22497,0.36538,-0.23601,-0.080903,0.33439,-0.22383,-0.5744,-0.37891,0.41048,-0.53392,-0.13829,-0.31216,0.28852,0.054183,0.71774,-0.618,0.4214,-0.084886,-0.076991,0.23378,0.064338,0.21498,0.018114,-0.52577,-0.01063,0.11789,-0.070734,-0.095947,0.20453,-0.07772,-0.094712,0.11557,-0.27338,0.34545,-0.19886,0.31253,0.066348,0.87305,-0.0030101,0.49102,-0.31174,0.56289,-0.13357,0.050191,-0.01924,-0.73172,-0.1892,-0.24541,0.12493,0.21043,-0.44591,0.064166,-0.025809,-0.12637,-0.24277,-0.53116,-0.3634,-0.057811,0.1166,0.18653,-0.073948,-0.77076,0.030186,0.013892,0.25512,-0.14556,-0.23133,-0.042867,-0.67314,0.37834,-0.48419,-0.46006,-0.047407,-0.055009,-0.67582,0.10521,-0.02708
skunk,-0.38261,-0.1363,-0.087186,0.43469,0.2764,-0.35745,-0.20539,0.14762,0.64722,-0.74205,0.18001,-0.038584,-0.38319,-0.52789,-0.26361,0.73056,0.22599,0.011886,0.13482,0.1227,0.10374,0.17147,-0.62856,0.042584,-0.33553,-0.35879,0.056087,0.26122,0.062985,-0.55029,-0.27673,-0.50487,-0.23901,-0.048926,0.42971,-0.087698,0.25863,0.12192,0.56928,0.42933,0.075996,0.12688,-0.50036,-0.27193,0.51758,-0.16369,0.50662,-0.1108,-0.21364,-0.5137,-0.15356,0.050214,0.012645,-0.66369,-0.24652,-0.094485,0.6367,0.28275,-0.13857,0.35471,-0.013453,-0.22348,0.055038,-0.55586,0.24623,0.15646,0.15762,-0.067813,-0.49168,-0.24795,-0.20599,0.22103,0.18038,0.48197,0.42714,-0.36967,0.11779,-0.21914,0.27749,-0.12074,0.1657,0.44218,0.55129,0.46662,-0.07651,0.34622000000000003,-0.55182,-0.045282,-0.27773,-0.11939,0.48486,0.035986,0.49712,-0.50265,-0.76232,-0.12139,0.88213,-0.53333,0.063615,-0.54076
cheetah,0.13179,-0.63141,-0.69364,0.12039,0.23738,-0.47461,-0.33948,-0.12857,-0.038783,-0.59883,0.30658,-0.13017,-0.7538,-0.62402,-0.60771,0.20654,-0.039626,-0.4855,-0.025218,-0.35244,0.1247,-0.13981,-1.0102,0.0057311,-0.088127,0.062257,0.12993,0.53767,0.018394,0.0010187,-0.26637,0.29512,-0.28496,-0.11806,0.0399,-0.58854,0.30042,0.41778,0.40543,-0.24677,-0.0024393,-0.50648,0.045983,0.69181,0.43558,-0.27879,0.26362,-0.39686,-0.28238,-0.49864000000000003,0.075344,0.093169,0.22618,-0.56032,-0.44445,-0.3105,0.36733,0.50235,0.36911,0.10972,0.08004,0.18498,0.30281,-0.54693,-0.091094,-0.29779,0.40948,-0.16158,-0.61063,0.3355,-0.0097867,-0.010824,0.17656,0.0092808,0.026972,0.44874000000000003,0.0094156,-0.55731,-0.39123,0.061483,0.089498,0.70066,0.14698,-0.031272,-0.052254,0.75823,-0.29831,-0.032027,-0.70486,-0.49397,0.42229,-0.17782,0.69405,-0.97535,-0.33085,0.015717,-0.21398,-0.2484,-0.028142,-0.63163
